member,segment,priority,churn_risk,risk_band,value_band,clv,fwd_value,recency,flights_total,flights_6m,momentum,tenure_months,redeem_rate,Loyalty Card,Province,City
618100,Cooling Veterans,P3,0.2184,Low,Standard,5310.86,4151.0,2.0,16,3,-0.2,60,0.0,Aurora,Saskatchewan,Regina
335554,Core Frequent Flyers,P3,0.2274,Low,Standard,5313.29,4105.0,0.0,51,12,-0.2778,61,0.0055,Aurora,Alberta,Banff
569603,Core Frequent Flyers,P3,0.1467,Low,Standard,5313.29,4534.0,0.0,46,22,1.875,49,0.0096,Aurora,Ontario,Toronto
672679,New Climbers,P2,0.7342,High,Standard,5313.44,1412.0,0.0,9,9,9.0,7,0.0,Aurora,Ontario,Toronto
183020,Core Frequent Flyers,P3,0.2045,Low,Standard,5313.47,4227.0,2.0,37,3,-0.7333,47,0.0379,Aurora,Nova Scotia,Halifax
937071,Core Frequent Flyers,P3,0.0834,Low,Top,18975.46,17393.0,1.0,70,42,0.4828,10,0.0,Star,Quebec,Montreal
358900,Core Frequent Flyers,P3,0.2083,Low,Standard,5318.9,4211.0,1.0,33,7,-0.2727,30,0.0,Aurora,Ontario,Ottawa
765323,Core Frequent Flyers,P3,0.2379,Low,Standard,5318.9,4053.0,0.0,46,16,0.5455,18,0.024,Aurora,Ontario,Trenton
542976,Core Frequent Flyers,P3,0.0854,Low,Top,24127.5,22067.0,0.0,46,33,1.4286,9,0.0065,Star,Quebec,Montreal
827147,Core Frequent Flyers,P3,0.234,Low,Standard,5318.9,4075.0,0.0,29,9,1.5,66,0.0178,Aurora,British Columbia,West Vancouver
855026,Core Frequent Flyers,P3,0.2166,Low,Standard,5318.9,4167.0,0.0,48,16,0.1333,24,0.0268,Aurora,Quebec,Hull
817136,Core Frequent Flyers,P3,0.335,Medium,Standard,5319.31,3538.0,0.0,38,13,3.6667,20,0.0,Aurora,Ontario,Thunder Bay
711577,Core Frequent Flyers,P3,0.1507,Low,Standard,5319.84,4518.0,0.0,35,17,2.0,61,0.0282,Aurora,Ontario,Toronto
250696,Core Frequent Flyers,P3,0.1793,Low,Standard,5325.39,4371.0,1.0,29,7,0.3333,63,0.0258,Aurora,British Columbia,Vancouver
436247,Core Frequent Flyers,P3,0.3001,Medium,Standard,5325.72,3727.0,1.0,22,10,0.1,15,0.015,Aurora,Quebec,Montreal
763113,Core Frequent Flyers,P3,0.2162,Low,Standard,5325.72,4174.0,0.0,44,20,1.625,47,0.02,Aurora,Quebec,Tremblant
817191,Core Frequent Flyers,P3,0.079,Low,Standard,5325.72,4905.0,1.0,33,7,-0.5294,6,0.0373,Aurora,Ontario,Toronto
861877,Core Frequent Flyers,P3,0.2343,Low,Standard,5326.68,4079.0,0.0,35,13,1.0,30,0.0,Aurora,Ontario,Toronto
493358,New Climbers,P3,0.3445,Medium,Standard,5328.32,3493.0,0.0,25,25,25.0,6,0.0255,Aurora,Ontario,Ottawa
853894,Core Frequent Flyers,P3,0.2201,Low,Standard,5329.13,4156.0,0.0,37,13,1.0,39,0.0434,Aurora,Newfoundland,St. John's
729094,Core Frequent Flyers,P3,0.2019,Low,Standard,5330.59,4254.0,1.0,41,11,0.7143,36,0.0202,Aurora,New Brunswick,Fredericton
646038,Core Frequent Flyers,P3,0.1834,Low,Standard,5332.46,4354.0,1.0,36,14,1.1429,67,0.006,Aurora,British Columbia,Vancouver
981160,Core Frequent Flyers,P3,0.0792,Low,Standard,5332.46,4910.0,0.0,51,7,-0.5,64,0.0108,Aurora,British Columbia,Whistler
276494,Cooling Veterans,P3,0.241,Low,Standard,5333.04,4048.0,3.0,39,6,-0.2222,44,0.0155,Aurora,British Columbia,Vancouver
644938,Core Frequent Flyers,P3,0.0956,Low,Standard,5334.78,4825.0,0.0,39,7,-0.4667,55,0.0146,Aurora,Quebec,Montreal
175967,Core Frequent Flyers,P3,0.0513,Low,Standard,3906.67,3706.0,0.0,47,29,0.5789,10,0.0,Star,British Columbia,Whistler
749459,Core Frequent Flyers,P3,0.3047,Medium,Standard,5339.49,3713.0,0.0,23,9,0.6667,18,0.0,Aurora,British Columbia,Vancouver
157729,Core Frequent Flyers,P3,0.0883,Low,Standard,3966.13,3616.0,0.0,59,37,0.6522,9,0.0,Star,British Columbia,Victoria
216500,Sleeping Enrollees,P2,0.9802,High,Standard,5341.44,106.0,99.0,0,0,0.0,76,0.0,Aurora,Ontario,Toronto
360435,Core Frequent Flyers,P3,0.1998,Low,Standard,5343.12,4275.0,1.0,26,3,-0.4286,30,0.0129,Aurora,Ontario,Toronto
393604,Cooling Veterans,P3,0.0783,Low,Standard,5345.68,4927.0,1.0,19,11,0.3333,12,0.0312,Aurora,British Columbia,Dawson Creek
608241,Core Frequent Flyers,P3,0.1369,Low,Standard,5350.0,4618.0,0.0,34,5,-0.5714,28,0.0082,Aurora,Nova Scotia,Halifax
195368,Core Frequent Flyers,P3,0.1394,Low,Standard,5352.19,4606.0,2.0,43,3,-0.7143,35,0.0049,Aurora,Ontario,Toronto
877945,Core Frequent Flyers,P3,0.1022,Low,Standard,5352.22,4805.0,1.0,40,9,-0.2308,69,0.0086,Aurora,Ontario,Ottawa
577535,Core Frequent Flyers,P3,0.2548,Low,Standard,5353.93,3990.0,0.0,47,12,0.0,30,0.0161,Aurora,Manitoba,Winnipeg
572263,Core Frequent Flyers,P3,0.3699,Medium,Standard,5354.61,3374.0,0.0,40,13,0.0769,37,0.0179,Aurora,Quebec,Montreal
750739,Core Frequent Flyers,P3,0.192,Low,Standard,5356.14,4328.0,0.0,26,10,0.0,66,0.0099,Aurora,Quebec,Quebec City
392774,Core Frequent Flyers,P3,0.2484,Low,Standard,5357.19,4027.0,0.0,50,11,0.0909,47,0.0053,Aurora,Alberta,Edmonton
458202,Core Frequent Flyers,P3,0.2326,Low,Standard,5357.19,4111.0,0.0,38,10,0.0,31,0.0444,Aurora,Ontario,Toronto
506190,Core Frequent Flyers,P3,0.1397,Low,Standard,5357.76,4609.0,1.0,50,10,-0.2143,66,0.0158,Aurora,Manitoba,Winnipeg
841219,Core Frequent Flyers,P3,0.2751,Low,Standard,5363.41,3888.0,1.0,32,4,-0.1667,22,0.0206,Aurora,Ontario,Trenton
196779,Cooling Veterans,P3,0.3268,Medium,Standard,5363.53,3611.0,3.0,35,5,-0.5385,23,0.0304,Aurora,Ontario,Ottawa
596586,Core Frequent Flyers,P3,0.1328,Low,Standard,5365.54,4653.0,0.0,41,15,0.7778,64,0.0208,Aurora,British Columbia,Victoria
309230,Core Frequent Flyers,P3,0.3387,Medium,Standard,5365.93,3549.0,2.0,58,13,0.2727,74,0.0219,Aurora,Quebec,Quebec City
831253,Cooling Veterans,P3,0.3684,Medium,Standard,5365.93,3389.0,5.0,34,3,-0.6923,28,0.0,Aurora,Newfoundland,St. John's
258141,New Climbers,P2,0.6608,High,Standard,5367.09,1820.0,0.0,2,2,2.0,5,0.0,Aurora,British Columbia,Vancouver
787525,Core Frequent Flyers,P3,0.1451,Low,Standard,5372.91,4594.0,1.0,52,13,0.2727,42,0.0072,Aurora,British Columbia,Dawson Creek
956861,Cooling Veterans,P3,0.3218,Medium,Standard,5375.82,3646.0,6.0,42,0,-0.9286,54,0.0079,Aurora,Saskatchewan,Regina
328576,Core Frequent Flyers,P3,0.2287,Low,Standard,5376.89,4147.0,0.0,51,14,2.0,24,0.0288,Aurora,Ontario,Ottawa
637655,Core Frequent Flyers,P3,0.1425,Low,Standard,5377.01,4611.0,0.0,36,3,-0.6364,74,0.0323,Aurora,Ontario,Toronto
529106,Core Frequent Flyers,P3,0.1958,Low,Standard,5380.9,4327.0,0.0,37,5,-0.625,37,0.0,Aurora,Ontario,Toronto
584285,Core Frequent Flyers,P3,0.182,Low,Standard,5380.9,4401.0,1.0,43,6,0.75,63,0.018,Aurora,Alberta,Edmonton
344749,New Climbers,P3,0.3692,Medium,Standard,5382.75,3395.0,0.0,6,6,6.0,2,0.0647,Aurora,Ontario,Toronto
495632,New Climbers,P3,0.5797,Medium,Standard,5382.75,2262.0,0.0,4,4,4.0,4,0.0,Aurora,British Columbia,Vancouver
821515,New Climbers,P3,0.1632,Low,Standard,4105.58,3435.0,1.0,9,6,0.75,9,0.0,Star,British Columbia,Dawson Creek
503494,Cooling Veterans,P3,0.1466,Low,Standard,5384.43,4595.0,1.0,14,6,0.1667,16,0.0,Aurora,Alberta,Banff
695250,Core Frequent Flyers,P3,0.2118,Low,Standard,5384.43,4244.0,0.0,39,19,1.8571,68,0.015,Aurora,Ontario,Toronto
480732,Cooling Veterans,P3,0.4408,Medium,Standard,5384.67,3011.0,4.0,36,4,-0.6875,42,0.0116,Aurora,Ontario,Toronto
989666,Core Frequent Flyers,P3,0.1632,Low,Standard,5384.73,4506.0,0.0,40,6,-0.4615,39,0.026,Aurora,Ontario,Sudbury
883574,Core Frequent Flyers,P3,0.1813,Low,Standard,5386.51,4410.0,0.0,33,12,1.6,63,0.0536,Aurora,Ontario,Thunder Bay
623144,Core Frequent Flyers,P3,0.1692,Low,Standard,5391.78,4480.0,1.0,44,13,0.4,62,0.0288,Aurora,Nova Scotia,Halifax
509108,Cooling Veterans,P3,0.0547,Low,Standard,4132.59,3907.0,4.0,36,28,2.2222,8,0.0,Star,British Columbia,Whistler
377471,Core Frequent Flyers,P3,0.1088,Low,Standard,4270.03,3805.0,0.0,60,21,-0.45,8,0.008,Star,British Columbia,Vancouver
314941,Core Frequent Flyers,P3,0.1733,Low,Standard,5394.91,4460.0,0.0,44,20,1.3333,70,0.0085,Aurora,Manitoba,Winnipeg
804710,Core Frequent Flyers,P3,0.1815,Low,Standard,5395.35,4416.0,0.0,41,13,0.4,41,0.0451,Aurora,British Columbia,Vancouver
380031,Core Frequent Flyers,P3,0.1813,Low,Standard,5396.31,4418.0,0.0,44,10,0.0,53,0.0152,Aurora,Quebec,Montreal
937163,Core Frequent Flyers,P3,0.1113,Low,Standard,5398.1,4798.0,0.0,49,11,-0.1429,76,0.0158,Aurora,British Columbia,Dawson Creek
280545,Core Frequent Flyers,P3,0.2877,Low,Standard,5399.58,3846.0,0.0,39,16,4.6667,30,0.0079,Aurora,Quebec,Montreal
223354,Core Frequent Flyers,P3,0.2626,Low,Standard,5405.52,3986.0,0.0,38,14,0.6667,35,0.0104,Aurora,Ontario,Toronto
591579,New Climbers,P2,0.6206,High,Standard,5406.88,2052.0,0.0,6,6,6.0,4,0.0681,Aurora,Ontario,Trenton
609184,Core Frequent Flyers,P3,0.1559,Low,Standard,5408.89,4566.0,0.0,33,15,1.2857,65,0.0331,Aurora,Quebec,Montreal
661274,Core Frequent Flyers,P3,0.1937,Low,Standard,5408.91,4361.0,1.0,39,9,-0.1667,59,0.0393,Aurora,British Columbia,Vancouver
607548,Cooling Veterans,P3,0.3634,Medium,Standard,5409.96,3444.0,3.0,29,3,-0.4286,54,0.0247,Aurora,British Columbia,West Vancouver
901857,Core Frequent Flyers,P3,0.3464,Medium,Standard,5411.95,3537.0,0.0,28,16,1.8333,17,0.0,Aurora,Ontario,Toronto
511642,Core Frequent Flyers,P3,0.2564,Low,Standard,5412.7,4025.0,0.0,57,11,-0.2,72,0.0121,Aurora,Ontario,Ottawa
670371,New Climbers,P3,0.454,Medium,Standard,5414.32,2956.0,0.0,19,6,6.0,49,0.0187,Aurora,Quebec,Montreal
272123,Sleeping Enrollees,P2,0.9665,High,Standard,5414.62,182.0,99.0,0,0,0.0,19,0.0,Aurora,Ontario,Toronto
957061,Core Frequent Flyers,P3,0.1192,Low,Standard,5414.9,4770.0,0.0,52,10,-0.0833,75,0.0253,Aurora,Ontario,Toronto
149549,Cooling Veterans,P3,0.0802,Low,Standard,4436.81,4081.0,2.0,45,18,-0.3214,10,0.0093,Star,British Columbia,Vancouver
372290,Core Frequent Flyers,P3,0.2371,Low,Standard,5418.73,4134.0,0.0,36,14,0.25,46,0.0076,Aurora,British Columbia,Vancouver
451839,New Climbers,P2,0.7499,High,Standard,5418.73,1355.0,0.0,8,8,8.0,5,0.0,Aurora,Ontario,Toronto
263763,Core Frequent Flyers,P3,0.2111,Low,Standard,5420.36,4276.0,0.0,21,4,1.5,56,0.043,Aurora,Manitoba,Winnipeg
324801,Core Frequent Flyers,P3,0.3349,Medium,Standard,5420.36,3605.0,0.0,33,12,-0.0714,53,0.0261,Aurora,Quebec,Montreal
543478,Core Frequent Flyers,P3,0.3342,Medium,Standard,5421.02,3610.0,0.0,22,7,-0.1111,14,0.0161,Aurora,Quebec,Montreal
553558,Core Frequent Flyers,P3,0.1727,Low,Standard,5421.05,4485.0,1.0,26,11,3.0,48,0.0352,Aurora,Quebec,Hull
797391,Sleeping Enrollees,P3,0.0593,Low,Standard,5421.05,5100.0,99.0,0,0,0.0,0,0.0,Aurora,British Columbia,Vancouver
576690,Core Frequent Flyers,P3,0.1596,Low,Standard,5421.52,4556.0,1.0,47,8,-0.25,51,0.0,Aurora,Manitoba,Winnipeg
276990,Cooling Veterans,P3,0.32,Medium,Standard,5426.86,3690.0,2.0,39,7,-0.3846,69,0.008,Aurora,Ontario,Toronto
912293,Core Frequent Flyers,P3,0.2933,Low,Standard,5426.86,3835.0,1.0,43,8,-0.1818,51,0.0136,Aurora,Alberta,Edmonton
994676,Core Frequent Flyers,P3,0.287,Low,Standard,5427.48,3870.0,0.0,51,12,0.0833,31,0.015,Aurora,British Columbia,Victoria
527640,Core Frequent Flyers,P3,0.2139,Low,Standard,5432.86,4271.0,0.0,34,10,0.375,65,0.0,Aurora,Quebec,Montreal
908123,Cooling Veterans,P3,0.281,Low,Standard,5437.91,3910.0,3.0,49,12,-0.0714,55,0.029,Aurora,Quebec,Montreal
222453,Core Frequent Flyers,P3,0.2147,Low,Standard,5438.7,4271.0,0.0,41,13,0.75,33,0.0082,Aurora,British Columbia,Vancouver
580356,Core Frequent Flyers,P3,0.2129,Low,Standard,5439.34,4281.0,2.0,35,3,-0.6,65,0.0067,Aurora,Ontario,Toronto
771713,Cooling Veterans,P3,0.264,Low,Standard,5441.42,4005.0,3.0,30,6,-0.3636,20,0.0115,Aurora,Alberta,Peace River
604116,Core Frequent Flyers,P3,0.0753,Low,Standard,4554.91,4212.0,0.0,46,34,1.6923,9,0.0,Star,British Columbia,West Vancouver
392989,New Climbers,P2,0.6518,High,Standard,5443.76,1896.0,0.0,8,8,8.0,3,0.0,Aurora,British Columbia,Vancouver
430817,Core Frequent Flyers,P3,0.2589,Low,Standard,5447.2,4037.0,1.0,35,20,4.25,22,0.0,Aurora,Quebec,Hull
910157,Core Frequent Flyers,P3,0.1659,Low,Standard,5447.2,4544.0,0.0,16,12,1.6,15,0.047,Aurora,British Columbia,Victoria
831180,Core Frequent Flyers,P3,0.2617,Low,Standard,5447.81,4022.0,0.0,45,12,0.3,39,0.0,Aurora,Quebec,Montreal
144633,Core Frequent Flyers,P3,0.2014,Low,Standard,5447.84,4351.0,2.0,50,13,0.0,77,0.0087,Aurora,Quebec,Montreal
918564,Core Frequent Flyers,P3,0.2247,Low,Standard,5448.56,4224.0,0.0,30,7,0.3333,59,0.0,Aurora,Alberta,Peace River
347515,New Climbers,P3,0.1419,Low,Standard,5451.8,4678.0,1.0,17,14,2.75,13,0.0553,Aurora,Ontario,Sudbury
444931,Core Frequent Flyers,P3,0.3193,Medium,Standard,5452.63,3712.0,0.0,53,19,0.8182,47,0.0112,Aurora,Manitoba,Winnipeg
347955,Cooling Veterans,P3,0.2638,Low,Standard,5453.71,4015.0,3.0,36,6,-0.3,22,0.0,Aurora,Quebec,Quebec City
458074,Core Frequent Flyers,P3,0.3958,Medium,Standard,5453.71,3295.0,0.0,47,19,1.2222,54,0.005,Aurora,Ontario,Toronto
734307,Core Frequent Flyers,P3,0.3605,Medium,Standard,5454.59,3488.0,0.0,56,19,0.4286,48,0.0136,Aurora,British Columbia,Vancouver
991568,Core Frequent Flyers,P3,0.2773,Low,Standard,5454.59,3942.0,0.0,48,6,-0.3636,26,0.0058,Aurora,Ontario,Trenton
174439,Core Frequent Flyers,P3,0.2003,Low,Standard,5454.89,4362.0,1.0,43,8,-0.4,40,0.0,Aurora,Alberta,Edmonton
719192,Core Frequent Flyers,P3,0.1862,Low,Standard,5459.22,4443.0,2.0,41,13,0.4,58,0.0332,Aurora,British Columbia,Victoria
757127,Sleeping Enrollees,P3,0.0641,Low,Standard,5459.22,5109.0,99.0,0,0,0.0,0,0.0,Aurora,Quebec,Montreal
503096,Sleeping Enrollees,P3,0.1099,Low,Standard,5461.55,4861.0,99.0,0,0,0.0,1,0.0,Aurora,Ontario,Toronto
915638,Core Frequent Flyers,P3,0.33,Medium,Standard,5461.97,3660.0,0.0,29,11,1.4,25,0.0173,Aurora,Quebec,Tremblant
792514,Core Frequent Flyers,P3,0.2666,Low,Standard,5465.6,4008.0,0.0,44,17,0.6364,35,0.0205,Aurora,Alberta,Edmonton
187010,Core Frequent Flyers,P3,0.0702,Low,Standard,4692.17,4363.0,0.0,55,42,2.0714,9,0.0,Star,British Columbia,Dawson Creek
186729,New Climbers,P2,0.7497,High,Standard,5470.06,1369.0,0.0,7,7,7.0,3,0.0,Aurora,Ontario,Toronto
197855,New Climbers,P2,0.7497,High,Standard,5470.06,1369.0,0.0,6,6,6.0,3,0.0,Aurora,British Columbia,Vancouver
202864,Core Frequent Flyers,P3,0.1917,Low,Standard,5470.06,4422.0,0.0,40,12,0.0,31,0.0102,Aurora,British Columbia,Whistler
845273,Core Frequent Flyers,P3,0.2702,Low,Standard,5470.06,3992.0,0.0,40,9,0.0,29,0.0243,Aurora,Quebec,Montreal
930900,Core Frequent Flyers,P3,0.1385,Low,Standard,5470.06,4712.0,1.0,26,3,-0.5,66,0.0456,Aurora,New Brunswick,Moncton
165022,New Climbers,P3,0.505,Medium,Standard,5475.34,2711.0,0.0,11,11,11.0,4,0.0,Aurora,Ontario,Trenton
447544,Core Frequent Flyers,P3,0.2569,Low,Standard,5476.53,4070.0,0.0,29,8,0.125,43,0.0292,Aurora,British Columbia,Vancouver
343994,Core Frequent Flyers,P3,0.292,Low,Standard,5479.56,3879.0,0.0,57,17,1.5714,36,0.021,Aurora,British Columbia,Dawson Creek
330316,Cooling Veterans,P3,0.2888,Low,Standard,5479.85,3897.0,2.0,33,9,0.4286,58,0.0233,Aurora,Ontario,Toronto
662723,Sleeping Enrollees,P3,0.0593,Low,Standard,5480.07,5155.0,99.0,0,0,0.0,0,0.0,Aurora,British Columbia,Vancouver
685408,Core Frequent Flyers,P3,0.0934,Low,Standard,5480.7,4969.0,1.0,42,16,0.3077,74,0.0119,Aurora,Ontario,Toronto
773598,Core Frequent Flyers,P3,0.2657,Low,Standard,5484.59,4028.0,0.0,24,3,1.0,26,0.0182,Aurora,British Columbia,Vancouver
374266,Core Frequent Flyers,P3,0.1783,Low,Standard,5488.93,4510.0,1.0,56,11,-0.3333,52,0.0,Aurora,British Columbia,Vancouver
912757,Core Frequent Flyers,P3,0.1239,Low,Standard,5489.21,4809.0,0.0,45,14,0.1538,41,0.0096,Aurora,Alberta,Edmonton
175249,Core Frequent Flyers,P3,0.2141,Low,Standard,5494.87,4318.0,0.0,46,8,0.2857,67,0.0364,Aurora,Ontario,Toronto
306068,Core Frequent Flyers,P3,0.1909,Low,Standard,5494.87,4446.0,0.0,45,7,-0.2,35,0.0151,Aurora,British Columbia,Vancouver
233084,Core Frequent Flyers,P3,0.1777,Low,Standard,5498.94,4522.0,0.0,57,16,0.0625,57,0.0335,Aurora,Quebec,Hull
500374,Core Frequent Flyers,P3,0.0477,Low,Standard,4770.55,4543.0,0.0,65,31,-0.0857,10,0.0,Star,British Columbia,Whistler
484495,Core Frequent Flyers,P3,0.2121,Low,Standard,5498.94,4332.0,0.0,51,19,0.8182,46,0.0092,Aurora,British Columbia,Vancouver
595978,Core Frequent Flyers,P3,0.2105,Low,Standard,5498.94,4342.0,0.0,27,8,0.125,19,0.0,Aurora,Ontario,Toronto
836603,New Climbers,P2,0.7497,High,Standard,5498.94,1376.0,0.0,6,6,6.0,3,0.051,Aurora,British Columbia,Victoria
227906,Cooling Veterans,P3,0.2179,Low,Standard,5500.01,4302.0,2.0,28,12,0.0833,41,0.0144,Aurora,Ontario,Toronto
701954,Core Frequent Flyers,P3,0.1504,Low,Standard,5500.58,4673.0,0.0,21,6,0.0,18,0.0104,Aurora,Quebec,Montreal
846277,Core Frequent Flyers,P3,0.0868,Low,Standard,5500.58,5023.0,0.0,28,2,-0.7857,59,0.0183,Aurora,Manitoba,Winnipeg
968034,Core Frequent Flyers,P3,0.1005,Low,Standard,5502.73,4950.0,0.0,80,30,1.8182,42,0.0097,Aurora,Newfoundland,St. John's
549238,Core Frequent Flyers,P3,0.2267,Low,Standard,5503.92,4256.0,0.0,55,20,0.1053,22,0.0,Aurora,British Columbia,Vancouver
209172,Core Frequent Flyers,P3,0.1376,Low,Standard,5504.14,4747.0,0.0,35,10,0.5714,64,0.0262,Aurora,Quebec,Montreal
346633,Core Frequent Flyers,P3,0.1246,Low,Standard,5504.14,4818.0,0.0,36,15,0.2308,16,0.0091,Aurora,Ontario,Toronto
983872,New Climbers,P2,0.7707,High,Standard,5504.14,1262.0,0.0,8,8,8.0,2,0.0,Aurora,Alberta,Calgary
143730,Core Frequent Flyers,P3,0.1895,Low,Standard,5505.69,4462.0,0.0,33,8,-0.3077,78,0.0534,Aurora,Saskatchewan,Regina
105688,Core Frequent Flyers,P3,0.1659,Low,Standard,5507.06,4593.0,1.0,45,12,0.3,54,0.014,Aurora,British Columbia,Vancouver
235063,Core Frequent Flyers,P3,0.2812,Low,Standard,5509.38,3960.0,0.0,29,6,-0.2222,40,0.0127,Aurora,British Columbia,Vancouver
325082,Core Frequent Flyers,P3,0.1418,Low,Standard,5509.38,4728.0,0.0,34,15,4.3333,59,0.0237,Aurora,Ontario,Trenton
587284,Cooling Veterans,P3,0.1139,Low,Standard,5510.56,4883.0,3.0,13,5,-0.3333,11,0.0124,Aurora,Ontario,Toronto
282542,Core Frequent Flyers,P3,0.1692,Low,Standard,5510.97,4578.0,0.0,44,11,1.0,69,0.01,Aurora,Quebec,Montreal
244676,Core Frequent Flyers,P3,0.1597,Low,Standard,5512.34,4632.0,0.0,29,8,-0.3571,14,0.0182,Aurora,Quebec,Montreal
749328,Core Frequent Flyers,P3,0.1925,Low,Standard,5514.34,4453.0,0.0,40,12,0.8571,30,0.0136,Aurora,Ontario,Toronto
621750,Core Frequent Flyers,P3,0.1466,Low,Standard,5515.25,4707.0,0.0,36,13,0.75,53,0.0138,Aurora,Yukon,Whitehorse
524234,Core Frequent Flyers,P3,0.0958,Low,Standard,5520.15,4991.0,0.0,44,13,0.0,77,0.0153,Aurora,Ontario,Ottawa
344121,Core Frequent Flyers,P3,0.3518,Medium,Standard,5520.48,3578.0,0.0,42,10,-0.0833,32,0.044,Aurora,Ontario,Ottawa
451240,Core Frequent Flyers,P3,0.18,Low,Standard,5522.52,4528.0,1.0,43,14,0.1538,52,0.0111,Aurora,Quebec,Montreal
370744,Core Frequent Flyers,P3,0.4584,Medium,Standard,5526.44,2993.0,1.0,25,8,0.0,30,0.013,Aurora,Quebec,Montreal
182130,Core Frequent Flyers,P3,0.2502,Low,Standard,5527.99,4145.0,1.0,28,9,2.3333,55,0.0,Aurora,Ontario,Toronto
154194,New Climbers,P2,0.699,High,Standard,5528.08,1664.0,3.0,10,10,10.0,5,0.0,Aurora,Ontario,Kingston
231047,Core Frequent Flyers,P3,0.1579,Low,Standard,5528.21,4655.0,0.0,23,11,0.5,62,0.0,Aurora,Ontario,Toronto
391313,Core Frequent Flyers,P3,0.0759,Low,Standard,5528.21,5108.0,0.0,22,15,1.0,12,0.0592,Aurora,Alberta,Peace River
422358,Core Frequent Flyers,P3,0.1848,Low,Standard,5528.21,4507.0,0.0,46,13,0.4,29,0.008,Aurora,Ontario,Toronto
612233,Cooling Veterans,P3,0.2307,Low,Standard,5528.21,4253.0,2.0,24,5,0.5,45,0.0,Aurora,British Columbia,Vancouver
324295,Core Frequent Flyers,P3,0.1905,Low,Standard,5531.63,4478.0,1.0,37,14,0.1538,18,0.015,Aurora,British Columbia,Vancouver
392430,Core Frequent Flyers,P3,0.2127,Low,Standard,5532.46,4355.0,0.0,33,8,0.0,38,0.008,Aurora,Ontario,Toronto
152423,Core Frequent Flyers,P3,0.0982,Low,Standard,5532.86,4989.0,1.0,35,15,0.6,76,0.0097,Aurora,British Columbia,Vancouver
962472,New Climbers,P3,0.567,Medium,Standard,5534.58,2397.0,0.0,4,4,4.0,4,0.0,Aurora,Ontario,Toronto
588516,Core Frequent Flyers,P3,0.1893,Low,Standard,5536.39,4488.0,0.0,48,16,0.3077,31,0.0249,Aurora,Ontario,Toronto
793549,Core Frequent Flyers,P3,0.154,Low,Standard,5539.35,4686.0,0.0,44,15,0.1429,21,0.0285,Aurora,Manitoba,Winnipeg
171137,Core Frequent Flyers,P3,0.1524,Low,Standard,5548.03,4703.0,1.0,26,18,1.1111,15,0.0,Aurora,Newfoundland,St. John's
189666,New Climbers,P2,0.6657,High,Standard,5548.03,1855.0,1.0,9,9,9.0,5,0.022,Aurora,Alberta,Edmonton
441509,Core Frequent Flyers,P3,0.267,Low,Standard,5550.15,4068.0,0.0,36,12,1.1667,46,0.0254,Aurora,Quebec,Montreal
386446,New Climbers,P2,0.7562,High,Standard,5551.59,1354.0,0.0,4,4,4.0,3,0.1254,Aurora,New Brunswick,Fredericton
218362,Core Frequent Flyers,P3,0.1773,Low,Standard,5553.3,4569.0,1.0,26,8,0.8,27,0.0,Aurora,Ontario,Toronto
137251,New Climbers,P2,0.6357,High,Standard,5553.36,2023.0,0.0,3,3,3.0,2,0.1035,Aurora,Quebec,Tremblant
902634,New Climbers,P2,0.6608,High,Standard,5553.52,1884.0,2.0,4,4,4.0,5,0.0,Aurora,British Columbia,Vancouver
304600,Core Frequent Flyers,P3,0.1296,Low,Standard,5553.8,4834.0,0.0,54,20,0.3125,44,0.0134,Aurora,Quebec,Montreal
237770,Core Frequent Flyers,P3,0.1874,Low,Standard,5555.83,4515.0,0.0,49,15,0.7778,19,0.0186,Aurora,Ontario,Kingston
359091,Core Frequent Flyers,P3,0.2623,Low,Standard,5555.83,4099.0,0.0,51,14,0.875,19,0.0178,Aurora,Saskatchewan,Regina
645986,Core Frequent Flyers,P3,0.1209,Low,Standard,5555.83,4884.0,1.0,38,3,-0.5556,57,0.0159,Aurora,Nova Scotia,Halifax
851871,Core Frequent Flyers,P3,0.1023,Low,Standard,5555.83,4987.0,0.0,33,3,-0.6923,75,0.0,Aurora,Quebec,Montreal
937976,New Climbers,P2,0.6835,High,Standard,5558.3,1759.0,1.0,3,3,3.0,2,0.0,Aurora,British Columbia,Vancouver
905907,Core Frequent Flyers,P3,0.1136,Low,Standard,5560.28,4929.0,0.0,51,10,-0.4211,36,0.0099,Aurora,Ontario,Toronto
128475,Core Frequent Flyers,P3,0.1689,Low,Standard,5561.29,4622.0,0.0,26,5,-0.4545,60,0.0379,Aurora,British Columbia,Vancouver
431201,New Climbers,P3,0.1816,Low,Standard,5562.46,4552.0,1.0,15,7,1.6667,14,0.0,Aurora,Ontario,Toronto
802316,Core Frequent Flyers,P3,0.1307,Low,Standard,5565.89,4838.0,0.0,31,2,-0.7692,75,0.033,Aurora,Quebec,Hull
640833,Core Frequent Flyers,P3,0.1991,Low,Standard,5568.89,4460.0,0.0,43,11,0.0909,28,0.0052,Aurora,Ontario,Trenton
317094,Core Frequent Flyers,P3,0.2459,Low,Standard,5568.95,4199.0,1.0,41,12,0.8571,21,0.0119,Aurora,Ontario,Ottawa
917725,Core Frequent Flyers,P3,0.1882,Low,Standard,5568.95,4521.0,1.0,47,15,1.0,45,0.0046,Aurora,Saskatchewan,Regina
